order_num_clean,order_date,customer_name,channel,product_name,quantity,unit_price,revenue,cost,total_cost,profit,profit_margin_clean,state,state_name,us_region,lat,lon,budget,order_year,order_quarter,quarter_label,order_month,order_month_name,order_month_num,is_weekend,gross_profit_ratio,cost_ratio,revenue_per_unit,profit_per_unit,revenue_tier,margin_tier,price_tier,customer_segment,budget_flag,budget_variance,budget_variance_pct
SO - 0002993,08-02-2016,Quimm Company,Wholesale,Product 5,11,871,9581,679.38,7473.18,2107.82,22,FL,Florida,South,29.58497,-81.20784,,2016,1,Q1,2016-02,February,2,0,0.22,0.78,871,191.62,Medium ($5K-$15K),Low (<=25%),Standard ($500-$1.5K),Mid 30% (Regular),No Budget,,
SO - 0003462,08-02-2016,Thoughtmix Ltd,Distributor,Product 16,6,227.8,1366.8,107.066,642.396,724.404,53,IN,Indiana,Midwest,39.87632,-86.14291,,2016,1,Q1,2016-02,February,2,0,0.53,0.47,227.8,120.73,Small (<$5K),High (41-55%),Budget (<$500),Mid 30% (Regular),No Budget,,
SO - 0003891,08-02-2016,Actavis Company,Distributor,Product 26,10,5648.1,56481,4574.961,45749.61,10731.39,19,NY,New York,Northeast,42.65258,-73.75623,,2016,1,Q1,2016-02,February,2,0,0.19,0.81,5648.1,1073.14,Very Large ($30K-$57K),Low (<=25%),Luxury (>$5K),Mid 30% (Regular),No Budget,,
SO - 0005214,08-02-2016,SUPERVALU Ltd,Wholesale,Product 15,8,6485.6,51884.8,4734.488,37875.904,14008.896,27,MT,Montana,West,45.78329,-108.50069,,2016,1,Q1,2016-02,February,2,0,0.27,0.73,6485.6,1751.11,Very Large ($30K-$57K),Medium (26-40%),Luxury (>$5K),Bottom 50% (Low),No Budget,,
SO - 0005348,08-02-2016,Rooxo Company,Export,Product 1,5,1192.6,5963,477.04,2385.2,3577.8,60,IA,Iowa,Midwest,41.52364,-90.57764,,2016,1,Q1,2016-02,February,2,0,0.6,0.4,1192.6,715.56,Medium ($5K-$15K),Premium (>55%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0005728,08-02-2016,Cadila Ltd,Distributor,Product 22,5,871,4355,444.21,2221.05,2133.95,49,CA,California,West,33.20004,-117.24254,,2016,1,Q1,2016-02,February,2,0,0.49,0.51,871,426.79,Small (<$5K),High (41-55%),Standard ($500-$1.5K),Mid 30% (Regular),No Budget,,
SO - 0005992,08-02-2016,Epic Group,Distributor,Product 3,7,743.7,5205.9,557.775,3904.425,1301.475,25,GA,Georgia,South,33.76291,-84.42267,,2016,1,Q1,2016-02,February,2,0,0.25,0.75,743.7,185.92,Medium ($5K-$15K),Low (<=25%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0000845,08-02-2016,Browsebug Company,Export,Product 9,8,261.3,2090.4,117.585,940.68,1149.72,55,TX,Texas,South,30.63269,-97.67723,,2016,1,Q1,2016-02,February,2,0,0.55,0.45,261.3,143.72,Small (<$5K),High (41-55%),Budget (<$500),Mid 30% (Regular),No Budget,,
SO - 0002089,08-02-2016,Snaptags Ltd,Distributor,Product 25,6,877.7,5266.2,658.275,3949.65,1316.55,25,MI,Michigan,Midwest,42.48948,-83.14465,,2016,1,Q1,2016-02,February,2,0,0.25,0.75,877.7,219.42,Medium ($5K-$15K),Low (<=25%),Standard ($500-$1.5K),Mid 30% (Regular),No Budget,,
SO - 0003005,08-02-2016,Dazzlesphe Corp,Wholesale,Product 12,12,1125.6,13507.2,675.36,8104.32,5402.88,40,WA,Washington,West,46.23958,-119.10057,,2016,1,Q1,2016-02,February,2,0,0.4,0.6,1125.6,450.24,Medium ($5K-$15K),Medium (26-40%),Standard ($500-$1.5K),Mid 30% (Regular),No Budget,,
SO - 0003601,08-02-2016,Pfizer Corp,Distributor,Product 14,7,1038.5,7269.5,872.34,6106.38,1163.12,16,FL,Florida,South,29.13832,-80.99561,,2016,1,Q1,2016-02,February,2,0,0.16,0.84,1038.5,166.16,Medium ($5K-$15K),Low (<=25%),Standard ($500-$1.5K),Top 20% (VIP),No Budget,,
SO - 0004946,08-02-2016,Army Group,Wholesale,Product 1,5,1748.7,8743.5,909.324,4546.62,4196.88,48,IL,Illinois,Midwest,41.71087,-87.75811,,2016,1,Q1,2016-02,February,2,0,0.48,0.52,1748.7,839.38,Medium ($5K-$15K),High (41-55%),Premium ($1.5K-$3K),Bottom 50% (Low),No Budget,,
SO - 0006247,08-02-2016,Feednation Corp,Distributor,Product 3,7,1675,11725,1323.25,9262.75,2462.25,21,NY,New York,Northeast,42.90339,-78.75475,,2016,1,Q1,2016-02,February,2,0,0.21,0.79,1675,351.75,Medium ($5K-$15K),Low (<=25%),Premium ($1.5K-$3K),Bottom 50% (Low),No Budget,,
SO - 0006381,08-02-2016,Cogidoo Company,Wholesale,Product 4,7,3102.1,21714.7,1271.861,8903.027,12811.673,59,IL,Illinois,Midwest,39.84031,-88.9548,,2016,1,Q1,2016-02,February,2,0,0.59,0.41,3102.1,1830.24,Large ($15K-$30K),Premium (>55%),High-End ($3K-$5K),Top 20% (VIP),No Budget,,
SO - 0007151,08-02-2016,Avavee Group,Export,Product 8,9,964.8,8683.2,520.992,4688.928,3994.272,46,IL,Illinois,Midwest,41.948,-87.98061,,2016,1,Q1,2016-02,February,2,0,0.46,0.54,964.8,443.81,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0009600,08-02-2016,Ascend Ltd,Wholesale,Product 24,10,3953,39530,2885.69,28856.9,10673.1,27,IL,Illinois,Midwest,41.59381,-88.19968,,2016,1,Q1,2016-02,February,2,0,0.27,0.73,3953,1067.31,Very Large ($30K-$57K),Medium (26-40%),High-End ($3K-$5K),Bottom 50% (Low),No Budget,,
SO - 0009241,08-02-2016,Skiptube Ltd,Wholesale,Product 27,7,5326.5,37285.5,3036.105,21252.735,16032.765,43,IL,Illinois,Midwest,41.74917,-88.16202,,2016,1,Q1,2016-02,February,2,0,0.43,0.57,5326.5,2290.4,Very Large ($30K-$57K),High (41-55%),Luxury (>$5K),Bottom 50% (Low),No Budget,,
SO - 0001949,08-02-2016,BB17 Company,Distributor,Product 6,11,6425.3,70678.3,3212.65,35339.15,35339.15,50,IL,Illinois,Midwest,39.84031,-88.9548,,2016,1,Q1,2016-02,February,2,0,0.5,0.5,6425.3,3212.65,Enterprise ($57K+),High (41-55%),Luxury (>$5K),Bottom 50% (Low),No Budget,,
SO - 0002133,08-02-2016,Dazzlesphe Corp,Distributor,Product 26,10,3390.2,33902,2000.218,20002.18,13899.82,41,IL,Illinois,Midwest,42.03336,-87.8834,,2016,1,Q1,2016-02,February,2,0,0.41,0.59,3390.2,1389.98,Very Large ($30K-$57K),High (41-55%),High-End ($3K-$5K),Mid 30% (Regular),No Budget,,
SO - 0003876,08-02-2016,Johnson Ltd,Distributor,Product 23,8,1159.1,9272.8,544.777,4358.216,4914.584,53,MA,Massachusetts,Northeast,42.20668,-70.94585,,2016,1,Q1,2016-02,February,2,0,0.53,0.47,1159.1,614.32,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0005988,08-02-2016,Omba Group,Wholesale,Product 3,9,1005,9045,743.7,6693.3,2351.7,26,OK,Oklahoma,South,34.60869,-98.39033,,2016,1,Q1,2016-02,February,2,0,0.26,0.74,1005,261.3,Medium ($5K-$15K),Medium (26-40%),Standard ($500-$1.5K),Mid 30% (Regular),No Budget,,
SO - 0006478,08-02-2016,The Ltd,Wholesale,Product 27,5,1092.1,5460.5,458.682,2293.41,3167.09,58,IL,Illinois,Midwest,42.03336,-87.8834,,2016,1,Q1,2016-02,February,2,0,0.58,0.42,1092.1,633.42,Medium ($5K-$15K),Premium (>55%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0006629,08-02-2016,Thoughtmix Ltd,Distributor,Product 18,5,3953,19765,1581.2,7906,11859,60,FL,Florida,South,29.1872,-82.14009,,2016,1,Q1,2016-02,February,2,0,0.6,0.4,3953,2371.8,Large ($15K-$30K),Premium (>55%),High-End ($3K-$5K),Mid 30% (Regular),No Budget,,
SO - 0000211,09-02-2016,Aibox Company,Wholesale,Product 8,9,2659.9,23939.1,1675.737,15081.633,8857.467,37,FL,Florida,South,29.58497,-81.20784,,2016,1,Q1,2016-02,February,2,0,0.37,0.63,2659.9,984.16,Large ($15K-$30K),Medium (26-40%),Premium ($1.5K-$3K),Top 20% (VIP),No Budget,,
SO - 0000949,09-02-2016,Neutrogena Ltd,Distributor,Product 14,8,2974.8,23798.4,2231.1,17848.8,5949.6,25,FL,Florida,South,25.72149,-80.26838,,2016,1,Q1,2016-02,February,2,0,0.25,0.75,2974.8,743.7,Large ($15K-$30K),Low (<=25%),Premium ($1.5K-$3K),Mid 30% (Regular),No Budget,,
SO - 0001169,09-02-2016,Chatterpoi Corp,Export,Product 26,10,2546,25460,1782.2,17822,7638,30,TX,Texas,South,31.88378,-102.34106,,2016,1,Q1,2016-02,February,2,0,0.3,0.7,2546,763.8,Large ($15K-$30K),Medium (26-40%),Premium ($1.5K-$3K),Bottom 50% (Low),No Budget,,
SO - 0002021,09-02-2016,Sanum-Kehl Group,Distributor,Product 18,10,174.2,1742,87.1,871,871,50,CA,California,West,33.83585,-118.34063,,2016,1,Q1,2016-02,February,2,0,0.5,0.5,174.2,87.1,Small (<$5K),High (41-55%),Budget (<$500),Bottom 50% (Low),No Budget,,
SO - 0006401,09-02-2016,Aldi Ltd,Export,Product 27,12,1078.7,12944.4,776.664,9319.968,3624.432,28,OK,Oklahoma,South,35.22257,-97.43948,,2016,1,Q1,2016-02,February,2,0,0.28,0.72,1078.7,302.04,Medium ($5K-$15K),Medium (26-40%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0006876,09-02-2016,Omba Group,Wholesale,Product 14,5,891.1,4455.5,623.77,3118.85,1336.65,30,NV,Nevada,West,36.02525,-115.24194,,2016,1,Q1,2016-02,February,2,0,0.3,0.7,891.1,267.33,Small (<$5K),Medium (26-40%),Standard ($500-$1.5K),Mid 30% (Regular),No Budget,,
SO - 0007684,09-02-2016,Quaxo Ltd,Wholesale,Product 22,8,1011.7,8093.6,526.084,4208.672,3884.928,48,CA,California,West,33.88863,-117.81311,,2016,1,Q1,2016-02,February,2,0,0.48,0.52,1011.7,485.62,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0009641,09-02-2016,Lazzy Group,Distributor,Product 7,5,1038.5,5192.5,643.87,3219.35,1973.15,38,NC,North Carolina,South,35.78088,-78.81327,,2016,1,Q1,2016-02,February,2,0,0.38,0.62,1038.5,394.63,Medium ($5K-$15K),Medium (26-40%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0010751,09-02-2016,Fivechat Company,Distributor,Product 5,10,2519.2,25192,1435.944,14359.44,10832.56,43,IN,Indiana,Midwest,41.13925,-85.05898,,2016,1,Q1,2016-02,February,2,0,0.43,0.57,2519.2,1083.26,Large ($15K-$30K),High (41-55%),Premium ($1.5K-$3K),Bottom 50% (Low),No Budget,,
SO - 0003274,09-02-2016,Cadila Ltd,Wholesale,Product 19,12,3912.8,46953.6,1799.888,21598.656,25354.944,54,NC,North Carolina,South,35.22709,-80.84313,,2016,1,Q1,2016-02,February,2,0,0.54,0.46,3912.8,2112.91,Very Large ($30K-$57K),High (41-55%),High-End ($3K-$5K),Mid 30% (Regular),No Budget,,
SO - 0004454,09-02-2016,Epic Group,Distributor,Product 1,8,1762.1,14096.8,1356.817,10854.536,3242.264,23,IN,Indiana,Midwest,41.13925,-85.05898,,2016,1,Q1,2016-02,February,2,0,0.23,0.77,1762.1,405.28,Medium ($5K-$15K),Low (<=25%),Premium ($1.5K-$3K),Bottom 50% (Low),No Budget,,
SO - 0005231,09-02-2016,CARDINAL Group,Wholesale,Product 15,11,3852.5,42377.5,1926.25,21188.75,21188.75,50,NY,New York,Northeast,40.80049,-73.51056,,2016,1,Q1,2016-02,February,2,0,0.5,0.5,3852.5,1926.25,Very Large ($30K-$57K),High (41-55%),High-End ($3K-$5K),Mid 30% (Regular),No Budget,,
SO - 0005655,09-02-2016,Zava Group,Distributor,Product 6,6,1869.3,11215.8,1028.115,6168.69,5047.11,45,IN,Indiana,Midwest,39.87632,-86.14291,,2016,1,Q1,2016-02,February,2,0,0.45,0.55,1869.3,841.18,Medium ($5K-$15K),High (41-55%),Premium ($1.5K-$3K),Mid 30% (Regular),No Budget,,
SO - 0006635,09-02-2016,American Corp,Distributor,Product 24,6,984.9,5909.4,748.524,4491.144,1418.256,24,UT,Utah,West,40.56217,-111.92966,,2016,1,Q1,2016-02,February,2,0,0.24,0.76,984.9,236.38,Medium ($5K-$15K),Low (<=25%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0006843,09-02-2016,Skiptube Ltd,Wholesale,Product 27,10,3932.9,39329,2084.437,20844.37,18484.63,47,CA,California,West,34.08529,-117.9609,,2016,1,Q1,2016-02,February,2,0,0.47,0.53,3932.9,1848.46,Very Large ($30K-$57K),High (41-55%),High-End ($3K-$5K),Bottom 50% (Low),No Budget,,
SO - 0006924,09-02-2016,Avavee Group,Distributor,Product 14,8,5802.2,46417.6,4177.584,33420.672,12996.928,28,FL,Florida,South,28.5641,-81.2114,,2016,1,Q1,2016-02,February,2,0,0.28,0.72,5802.2,1624.62,Very Large ($30K-$57K),Medium (26-40%),Luxury (>$5K),Bottom 50% (Low),No Budget,,
SO - 0007192,09-02-2016,Zoomdog Corp,Wholesale,Product 26,11,254.6,2800.6,173.128,1904.408,896.192,32,SC,South Carolina,South,34.92487,-81.02508,,2016,1,Q1,2016-02,February,2,0,0.32,0.68,254.6,81.47,Small (<$5K),Medium (26-40%),Budget (<$500),Bottom 50% (Low),No Budget,,
SO - 0007322,09-02-2016,Snaptags Ltd,Wholesale,Product 1,5,4020,20100,3095.4,15477,4623,23,MA,Massachusetts,Northeast,42.35843,-71.05977,,2016,1,Q1,2016-02,February,2,0,0.23,0.77,4020,924.6,Large ($15K-$30K),Low (<=25%),High-End ($3K-$5K),Mid 30% (Regular),No Budget,,
SO - 0007632,09-02-2016,Cadila Ltd,Distributor,Product 10,10,3939.6,39396,1851.612,18516.12,20879.88,53,NJ,New Jersey,Northeast,40.77955,-74.02375,,2016,1,Q1,2016-02,February,2,0,0.53,0.47,3939.6,2087.99,Very Large ($30K-$57K),High (41-55%),High-End ($3K-$5K),Mid 30% (Regular),No Budget,,
SO - 0007917,09-02-2016,Remedy Ltd,Wholesale,Product 4,6,3899.4,23396.4,2807.568,16845.408,6550.992,28,CA,California,West,33.98168,-118.22507,,2016,1,Q1,2016-02,February,2,0,0.28,0.72,3899.4,1091.83,Large ($15K-$30K),Medium (26-40%),High-End ($3K-$5K),Bottom 50% (Low),No Budget,,
SO - 0008261,09-02-2016,Talane Group,Wholesale,Product 15,5,227.8,1139,148.07,740.35,398.65,35,CA,California,West,34.00944,-118.10528,,2016,1,Q1,2016-02,February,2,0,0.35,0.65,227.8,79.73,Small (<$5K),Medium (26-40%),Budget (<$500),Top 20% (VIP),No Budget,,
SO - 0009070,09-02-2016,Liberty Group,Wholesale,Product 26,12,1051.9,12622.8,599.583,7194.996,5427.804,43,MO,Missouri,Midwest,37.19415,-93.2913,,2016,1,Q1,2016-02,February,2,0,0.43,0.57,1051.9,452.32,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Top 20% (VIP),No Budget,,
SO - 0000393,09-02-2016,Nlounge Ltd,Distributor,Product 4,10,1118.9,11189,895.12,8951.2,2237.8,20,OH,Ohio,Midwest,41.45282,-82.18237,,2016,1,Q1,2016-02,February,2,0,0.2,0.8,1118.9,223.78,Medium ($5K-$15K),Low (<=25%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0004848,09-02-2016,Flipbug Ltd,Export,Product 13,6,5922.8,35536.8,2428.348,14570.088,20966.712,59,WA,Washington,West,47.67399,-122.12151,,2016,1,Q1,2016-02,February,2,0,0.59,0.41,5922.8,3494.45,Very Large ($30K-$57K),Premium (>55%),Luxury (>$5K),Top 20% (VIP),No Budget,,
SO - 0005303,09-02-2016,Wordpedia Ltd,Export,Product 18,9,958.1,8622.9,479.05,4311.45,4311.45,50,IN,Indiana,Midwest,39.95559,-86.01387,,2016,1,Q1,2016-02,February,2,0,0.5,0.5,958.1,479.05,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Mid 30% (Regular),No Budget,,
SO - 0005468,09-02-2016,Buzzbean Group,Distributor,Product 19,7,1125.6,7879.2,495.264,3466.848,4412.352,56,VA,Virginia,South,37.55376,-77.46026,,2016,1,Q1,2016-02,February,2,0,0.56,0.44,1125.6,630.34,Medium ($5K-$15K),Premium (>55%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0006243,09-02-2016,Johnson Ltd,Wholesale,Product 1,6,2010,12060,1065.3,6391.8,5668.2,47,VA,Virginia,South,36.72821,-76.58356,,2016,1,Q1,2016-02,February,2,0,0.47,0.53,2010,944.7,Medium ($5K-$15K),High (41-55%),Premium ($1.5K-$3K),Bottom 50% (Low),No Budget,,
SO - 0006422,09-02-2016,Nexus Group,Distributor,Product 13,10,2646.5,26465,1879.015,18790.15,7674.85,29,IL,Illinois,Midwest,39.79106,-89.64457,,2016,1,Q1,2016-02,February,2,0,0.29,0.71,2646.5,767.48,Large ($15K-$30K),Medium (26-40%),Premium ($1.5K-$3K),Top 20% (VIP),No Budget,,
SO - 0009334,09-02-2016,Topco Company,Distributor,Product 16,6,5453.8,32722.8,2890.514,17343.084,15379.716,47,NC,North Carolina,South,35.05266,-78.87836,,2016,1,Q1,2016-02,February,2,0,0.47,0.53,5453.8,2563.29,Very Large ($30K-$57K),High (41-55%),Luxury (>$5K),Mid 30% (Regular),No Budget,,
SO - 0009088,09-02-2016,Talane Group,Wholesale,Product 29,6,1259.6,7557.6,831.336,4988.016,2569.584,34,FL,Florida,South,25.8576,-80.27811,,2016,1,Q1,2016-02,February,2,0,0.34,0.66,1259.6,428.26,Medium ($5K-$15K),Medium (26-40%),Standard ($500-$1.5K),Top 20% (VIP),No Budget,,
SO - 0001054,09-02-2016,Fivebridge Ltd,Distributor,Product 18,10,3946.3,39463,3314.892,33148.92,6314.08,16,MA,Massachusetts,Northeast,42.37649,-71.23561,,2016,1,Q1,2016-02,February,2,0,0.16,0.84,3946.3,631.41,Very Large ($30K-$57K),Low (<=25%),High-End ($3K-$5K),Bottom 50% (Low),No Budget,,
SO - 0002278,09-02-2016,Dazzlesphe Corp,Wholesale,Product 13,6,2472.3,14833.8,1335.042,8010.252,6823.548,46,TX,Texas,South,32.8343,-97.2289,,2016,1,Q1,2016-02,February,2,0,0.46,0.54,2472.3,1137.26,Medium ($5K-$15K),High (41-55%),Premium ($1.5K-$3K),Mid 30% (Regular),No Budget,,
SO - 0003013,09-02-2016,Realcube Company,Distributor,Product 25,12,944.7,11336.4,500.691,6008.292,5328.108,47,IL,Illinois,Midwest,42.06521,-88.153,,2016,1,Q1,2016-02,February,2,0,0.47,0.53,944.7,444.01,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0008144,09-02-2016,Flipstorm Group,Wholesale,Product 3,8,6157.3,49258.4,3509.661,28077.288,21181.112,43,IL,Illinois,Midwest,40.53839,-88.98528,,2016,1,Q1,2016-02,February,2,0,0.43,0.57,6157.3,2647.64,Very Large ($30K-$57K),High (41-55%),Luxury (>$5K),Bottom 50% (Low),No Budget,,
SO - 0010059,09-02-2016,Feednation Corp,Distributor,Product 30,9,1279.7,11517.3,627.053,5643.477,5873.823,51,CA,California,West,34.1975,-119.17705,,2016,1,Q1,2016-02,February,2,0,0.51,0.49,1279.7,652.65,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0000406,09-02-2016,SUPERVALU Ltd,Wholesale,Product 25,8,1206,9648,988.92,7911.36,1736.64,18,IL,Illinois,Midwest,40.74495,-89.60964,,2016,1,Q1,2016-02,February,2,0,0.18,0.82,1206,217.08,Medium ($5K-$15K),Low (<=25%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0001444,09-02-2016,Zoomzone Corp,Distributor,Product 24,11,1085.4,11939.4,596.97,6566.67,5372.73,45,CA,California,West,37.9577,-121.29078,,2016,1,Q1,2016-02,February,2,0,0.45,0.55,1085.4,488.43,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Mid 30% (Regular),No Budget,,
SO - 0001462,09-02-2016,Linkbuzz Ltd,Distributor,Product 14,5,5038.4,25192,2720.736,13603.68,11588.32,46,CA,California,West,34.06334,-117.65089,,2016,1,Q1,2016-02,February,2,0,0.46,0.54,5038.4,2317.66,Large ($15K-$30K),High (41-55%),Luxury (>$5K),Bottom 50% (Low),No Budget,,
SO - 0005836,09-02-2016,Jayo Company,Wholesale,Product 1,12,670,8040,569.5,6834,1206,15,CA,California,West,37.72493,-122.15608,,2016,1,Q1,2016-02,February,2,0,0.15,0.85,670,100.5,Medium ($5K-$15K),Low (<=25%),Standard ($500-$1.5K),Mid 30% (Regular),No Budget,,
SO - 0006898,09-02-2016,Twinte Group,Wholesale,Product 26,5,5212.6,26063,3283.938,16419.69,9643.31,37,CA,California,West,33.19587,-117.37948,,2016,1,Q1,2016-02,February,2,0,0.37,0.63,5212.6,1928.66,Large ($15K-$30K),Medium (26-40%),Luxury (>$5K),Bottom 50% (Low),No Budget,,
SO - 0009048,09-02-2016,Tagfeed Ltd,Export,Product 25,10,1212.7,12127,1006.541,10065.41,2061.59,17,WA,Washington,West,48.05176,-122.17708,,2016,1,Q1,2016-02,February,2,0,0.17,0.83,1212.7,206.16,Medium ($5K-$15K),Low (<=25%),Standard ($500-$1.5K),Top 20% (VIP),No Budget,,
SO - 0010123,09-02-2016,Internatio Company,Distributor,Product 25,12,864.3,10371.6,535.866,6430.392,3941.208,38,LA,Louisiana,South,30.22409,-92.01984,,2016,1,Q1,2016-02,February,2,0,0.38,0.62,864.3,328.43,Medium ($5K-$15K),Medium (26-40%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0001818,09-02-2016,Valeant Corp,Wholesale,Product 26,9,6224.3,56018.7,4170.281,37532.529,18486.171,33,CA,California,West,36.96134,-120.06072,,2016,1,Q1,2016-02,February,2,0,0.33,0.67,6224.3,2054.02,Very Large ($30K-$57K),Medium (26-40%),Luxury (>$5K),Top 20% (VIP),No Budget,,
SO - 0003574,09-02-2016,Shuffledri Group,Distributor,Product 3,7,5755.3,40287.1,3740.945,26186.615,14100.485,35,CA,California,West,34.26945,-118.78148,,2016,1,Q1,2016-02,February,2,0,0.35,0.65,5755.3,2014.35,Very Large ($30K-$57K),Medium (26-40%),Luxury (>$5K),Top 20% (VIP),No Budget,,
SO - 0005755,09-02-2016,Colgate-Pa Group,Wholesale,Product 9,6,1239.5,7437,607.355,3644.13,3792.87,51,IL,Illinois,Midwest,41.7543,-87.97753,,2016,1,Q1,2016-02,February,2,0,0.51,0.49,1239.5,632.14,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Top 20% (VIP),No Budget,,
SO - 0006878,09-02-2016,Mylan Corp,Wholesale,Product 6,5,2733.6,13668,1448.808,7244.04,6423.96,47,NC,North Carolina,South,35.05266,-78.87836,,2016,1,Q1,2016-02,February,2,0,0.47,0.53,2733.6,1284.79,Medium ($5K-$15K),High (41-55%),Premium ($1.5K-$3K),Mid 30% (Regular),No Budget,,
SO - 0007142,09-02-2016,Twinte Group,Wholesale,Product 8,5,1902.8,9514,932.372,4661.86,4852.14,51,NC,North Carolina,South,36.07613,-79.4683,,2016,1,Q1,2016-02,February,2,0,0.51,0.49,1902.8,970.43,Medium ($5K-$15K),High (41-55%),Premium ($1.5K-$3K),Bottom 50% (Low),No Budget,,
SO - 0008947,09-02-2016,Organon Corp,Wholesale,Product 13,7,1159.1,8113.7,788.188,5517.316,2596.384,32,CA,California,West,37.6391,-120.99688,,2016,1,Q1,2016-02,February,2,0,0.32,0.68,1159.1,370.91,Medium ($5K-$15K),Medium (26-40%),Standard ($500-$1.5K),Top 20% (VIP),No Budget,,
SO - 0010143,09-02-2016,Zooxo Ltd,Wholesale,Product 17,6,1038.5,6231,664.64,3987.84,2243.16,36,CT,Connecticut,Northeast,41.27065,-72.94705,,2016,1,Q1,2016-02,February,2,0,0.36,0.64,1038.5,373.86,Medium ($5K-$15K),Medium (26-40%),Standard ($500-$1.5K),Bottom 50% (Low),No Budget,,
SO - 0000737,10-02-2016,Sanum-Kehl Group,Wholesale,Product 25,5,3718.5,18592.5,2677.32,13386.6,5205.9,28,FL,Florida,South,26.24453,-80.20644,,2016,1,Q1,2016-02,February,2,0,0.28,0.72,3718.5,1041.18,Large ($15K-$30K),Medium (26-40%),High-End ($3K-$5K),Bottom 50% (Low),No Budget,,
SO - 0003778,10-02-2016,Dazzlesphe Corp,Export,Product 16,11,5286.3,58149.3,2537.424,27911.664,30237.636,52,CA,California,West,33.83585,-118.34063,,2016,1,Q1,2016-02,February,2,0,0.52,0.48,5286.3,2748.88,Enterprise ($57K+),High (41-55%),Luxury (>$5K),Mid 30% (Regular),No Budget,,
SO - 0004913,10-02-2016,H Ltd,Export,Product 25,11,167.5,1842.5,75.375,829.125,1013.375,55,CA,California,West,33.88863,-117.81311,,2016,1,Q1,2016-02,February,2,0,0.55,0.45,167.5,92.12,Small (<$5K),High (41-55%),Budget (<$500),Bottom 50% (Low),No Budget,,
SO - 0006827,10-02-2016,Pfizer Corp,Wholesale,Product 26,8,2860.9,22887.2,1773.758,14190.064,8697.136,38,CA,California,West,35.37329,-119.01871,,2016,1,Q1,2016-02,February,2,0,0.38,0.62,2860.9,1087.14,Large ($15K-$30K),Medium (26-40%),Premium ($1.5K-$3K),Top 20% (VIP),No Budget,,
SO - 0010482,10-02-2016,Terumo Corp,Wholesale,Product 12,11,1835.8,20193.8,844.468,9289.148,10904.652,54,CA,California,West,34.69804,-118.13674,,2016,1,Q1,2016-02,February,2,0,0.54,0.46,1835.8,991.33,Large ($15K-$30K),High (41-55%),Premium ($1.5K-$3K),Top 20% (VIP),No Budget,,
SO - 0000902,10-02-2016,Livepath Corp,Wholesale,Product 10,10,2338.3,23383,958.703,9587.03,13795.97,59,NJ,New Jersey,Northeast,40.50677,-74.26542,,2016,1,Q1,2016-02,February,2,0,0.59,0.41,2338.3,1379.6,Large ($15K-$30K),Premium (>55%),Premium ($1.5K-$3K),Bottom 50% (Low),No Budget,,
SO - 0003297,10-02-2016,Twitterbri Ltd,Wholesale,Product 26,9,3946.3,35516.7,3157.04,28413.36,7103.34,20,CA,California,West,34.53611,-117.29116,,2016,1,Q1,2016-02,February,2,0,0.2,0.8,3946.3,789.26,Very Large ($30K-$57K),Low (<=25%),High-End ($3K-$5K),Mid 30% (Regular),No Budget,,
SO - 0004507,10-02-2016,Accudial Company,Wholesale,Product 3,8,3852.5,30820,2041.825,16334.6,14485.4,47,OR,Oregon,West,44.56457,-123.26204,,2016,1,Q1,2016-02,February,2,0,0.47,0.53,3852.5,1810.68,Very Large ($30K-$57K),High (41-55%),High-End ($3K-$5K),Bottom 50% (Low),No Budget,,
SO - 0006844,10-02-2016,Talane Group,Distributor,Product 6,5,984.9,4924.5,610.638,3053.19,1871.31,38,TN,Tennessee,South,36.30477,-86.62,,2016,1,Q1,2016-02,February,2,0,0.38,0.62,984.9,374.26,Small (<$5K),Medium (26-40%),Standard ($500-$1.5K),Top 20% (VIP),No Budget,,
